budget_imdb;rating_imdb;votes_imdb;director_imdb;popularity_imdb;wins;nominations;oscars_won;bin_oscar_nom;revenue
-1;7.2;4221;Delmer Daves;NaN;0;0;0;0;0
-1;7.3;251;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;6.9;108;Frank R. Strayer (as Frank Strayer);NaN;0;0;0;0;0
-1;7.4;3367;;NaN;5;5;1;1;0
-1;7.8;5229;George Stevens;NaN;0;1;1;1;0
-1;6.8;451;Jean Grémillon;NaN;0;0;0;0;0
-1;7.6;3583;Jack Kinney (uncredited);NaN;0;0;1;1;0
-1;7.0;7544;Sam Wood;NaN;3;3;1;1;0
-1;6.9;1387;;NaN;0;0;0;0;0
-1;7.1;1657;Clarence Brown;NaN;0;1;1;1;0
-1;6.0;1089;Lewis Milestone;NaN;0;0;0;0;0
-1;7.1;2634;Howard Hawks;NaN;0;1;1;1;0
-1;5.9;868;Michael Curtiz;NaN;0;1;1;1;0
-1;6.8;17;;NaN;0;0;0;0;0
-1;5.7;81;Chuck Jones (as Charles M. Jones);NaN;0;0;0;0;0
-1;6.7;254;Charles Barton;NaN;0;0;0;0;0
-1;6.8;375;H. Bruce Humberstone (as Bruce Humberstone);NaN;0;0;1;1;0
-1;6.5;5635;Arthur Lubin;NaN;0;1;2;1;0
-1;4.6;363;Charles McDonald;NaN;0;0;0;0;0
-1;7.2;923;Leo McCarey;NaN;11;11;7;1;0
-1;8.3;125707;Billy Wilder;4435;2;2;0;1;0
-1;8.0;38117;Otto Preminger;NaN;2;2;1;1;0
-1;6.8;1315;Henry King;NaN;2;2;5;1;0
-1;6.4;458;Frank Ryan;NaN;0;0;0;0;0
-1;7.8;20742;George Cukor;NaN;3;3;2;1;0
-1;7.4;5886;Clarence Brown;NaN;0;1;2;1;0
-1;5.4;15;;NaN;0;0;0;0;0
-1;7.2;189;;NaN;0;0;1;1;0
-1;6.7;134;Bodil Ipsen;NaN;0;0;0;0;0
-1;6.9;42;Charles Vidor;NaN;0;4;1;1;0
-1;6.3;155;Alfred Hitchcock (uncredited);NaN;0;0;0;0;0
-1;6.9;286;Tex Avery;NaN;0;0;0;0;0
6200000;7.5;4879;Mervyn LeRoy;NaN;0;0;1;1;6200000
-1;6.6;2022;Clifford Odets;NaN;4;4;1;1;0
-1;6.3;809;Preston Sturges;NaN;0;0;0;0;0
-1;6.1;16;Charles Lamont;NaN;0;0;0;0;0
-1;6.4;56;Allan Dwan;NaN;0;0;0;0;0
-1;7.3;432;Jack Hannah;NaN;0;0;0;0;0
-1;7.3;335;;NaN;2;0;1;1;0
-1;7.6;388;;NaN;0;8;1;1;0
-1;6.2;154;Budd Boetticher (as Oscar Boetticher Jr.);NaN;0;0;0;0;0
-1;6.2;117;Edward F. Cline (as Eddie Cline);NaN;0;0;0;0;0
-1;;;Vladimír Slavínský (as Otto Pittermann);NaN;0;0;0;0;0
-1;7.4;6377;Leo McCarey;NaN;3;3;1;1;0
-1;8.0;30186;Billy Wilder;NaN;12;12;4;1;0
-1;7.6;39078;Alfred Hitchcock;NaN;0;1;1;1;0
-1;8.0;19992;Michael Curtiz;NaN;2;2;1;1;0
-1;8.1;6399;Elia Kazan;NaN;2;0;1;1;0
-1;7.6;2171;Irving Rapper;NaN;0;0;0;0;0
-1;7.6;1057;Albert Lewin;NaN;2;2;1;1;0
-1;7.7;959;John M. Stahl;NaN;0;1;1;1;0
-1;4.6;27;Rune Carlsten;NaN;0;0;0;0;0
-1;7.2;7177;George Sidney;NaN;0;4;1;1;0
-1;7.1;2934;Roy William Neill;NaN;0;0;0;0;0
-1;7.2;4803;David Lean;NaN;0;0;1;1;0
-1;7.1;3278;Walter Lang;NaN;0;3;1;1;0
-1;7.9;1145;;NaN;0;0;0;0;0
-1;6.7;290;Leopold Lindtberg;NaN;3;0;1;1;0
-1;7.1;1728;H. Bruce Humberstone (as Bruce Humberstone);NaN;0;4;1;1;0
-1;7.7;272;Billy Wilder;NaN;0;0;0;0;0
-1;6.8;2446;Henry Hathaway;NaN;0;0;1;1;0
-1;6.1;1649;Akira Kurosawa;NaN;0;0;0;0;0
-1;6.6;101;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
13437520;6.7;930;Robert Z. Leonard;NaN;0;0;0;0;13437520
-1;6.9;133;Compton Bennett;NaN;0;0;1;1;0
-1;5.9;518;;NaN;0;0;0;0;0
-1;6.6;483;Mervyn LeRoy (uncredited);NaN;2;0;1;1;0
-1;7.2;369;;NaN;3;0;1;1;0
-1;6.3;111;Herbert Wilcox;NaN;0;0;0;0;0
-1;;;;NaN;0;0;0;0;0
-1;5.8;33;;NaN;0;0;0;0;0
44309982;8.1;52858;William Wyler;NaN;14;14;7;1;44309982
-1;7.1;87;Géza von Bolváry;NaN;0;0;0;0;0
-1;7.5;7121;Lewis Milestone;NaN;0;0;0;1;0
-1;7.9;20222;David Lean;NaN;0;1;2;1;0
-1;6.4;25;;NaN;0;0;0;0;0
-1;6.5;289;Georges Lacombe;NaN;0;0;0;0;0
-1;7.8;2019;Mitchell Leisen;NaN;0;2;1;1;0
-1;7.4;1374;Alfred E. Green;NaN;0;1;2;1;0
-1;7.5;4786;Edmund Goulding;NaN;2;2;1;1;0
-1;7.3;326;Tex Avery;NaN;0;0;0;0;0
-1;7.3;10045;;3142;0;0;1;1;0
-1;7.3;4868;Clarence Brown;NaN;0;1;2;1;0
-1;6.8;310;Walter Lang;NaN;0;0;0;0;0
-1;7.1;3114;George Sidney;NaN;0;0;1;1;0
-1;6.2;109;John Harlow;NaN;0;0;0;0;0
-1;6.8;50;Jean Grémillon;NaN;0;0;0;0;0
-1;6.9;37;Charles Barton (as Charles T. Barton);NaN;0;0;0;0;0
-1;5.9;247;Robert Wise;NaN;0;0;0;0;0
-1;7.1;1986;John Cromwell;NaN;0;1;2;1;0
-1;5.4;68;Victor M. Gover;NaN;0;0;0;0;0
-1;6.3;468;Frank Wisbar;NaN;0;0;0;0;0
-1;7.4;13164;Elia Kazan;NaN;9;9;3;1;0
-1;7.5;740;Emilio Fernández;NaN;2;1;1;1;0
1500000;8.0;13972;Charles Chaplin;NaN;2;1;0;1;1500000
-1;8.0;18956;;NaN;3;0;2;1;0
-1;8.2;3475;;NaN;0;0;1;1;0
-1;5.4;25;J.A. Hübler-Kahla;NaN;0;0;0;0;0
-1;7.9;36761;George Seaton;NaN;5;0;3;1;0
-1;7.4;2049;H.C. Potter;NaN;0;0;1;1;0
-1;7.6;12389;Henry Koster;NaN;0;4;1;1;0
-1;6.9;267;Luigi Zampa;NaN;2;1;0;0;0
-1;6.9;109;;NaN;0;0;0;0;0
-1;7.5;516;Jacques Becker;NaN;1;1;0;0;0
-1;7.0;2649;George Cukor;NaN;1;1;2;1;0
-1;7.7;383;Robert Rossen;NaN;0;4;1;1;0
-1;6.7;1267;Anthony Mann;NaN;0;0;0;0;0
-1;6.8;1326;Preston Sturges;NaN;0;0;0;1;0
-1;6.9;1164;Victor Saville;NaN;1;2;1;1;0
-1;7.1;338;Robert McKimson;NaN;0;0;0;0;0
-1;7.1;19;Giorgio Ferroni;NaN;0;0;0;0;0
-1;7.1;221;Ronald Neame;NaN;0;0;0;0;0
-1;6.7;460;Walter Lang;NaN;0;2;1;1;0
-1;7.3;743;Jules White;NaN;0;0;0;0;0
-1;6.5;36;Christy Cabanne;NaN;0;0;0;0;0
-1;8.2;100706;John Huston;4963;12;12;3;1;0
-1;7.6;14724;John Ford;NaN;2;1;0;0;0
-1;8.3;24344;;NaN;2;1;2;1;0
-1;8.0;84;James Algar;NaN;1;1;1;1;0
-1;7.7;4212;Preston Sturges;NaN;0;0;0;0;0
-1;7.9;337;John Huston;NaN;0;0;1;1;0
-1;7.8;13772;Laurence Olivier;NaN;11;11;4;1;0
-1;7.3;107;Robert A. Stemmle (as R.A. Stemmle);NaN;3;2;0;1;0
-1;7.6;5943;Anatole Litvak;NaN;9;9;1;1;0
12650540;7.5;7612;Charles Walters;NaN;0;0;1;1;12650540
-1;7.7;5588;William Dieterle;NaN;0;1;1;1;0
-1;7.9;3406;Fred Zinnemann;NaN;6;6;1;1;0
-1;7.6;10695;Jules Dassin;NaN;0;1;2;1;0
-1;6.7;71;Jean Dréville;NaN;0;0;0;0;0
-1;7.8;249;Edward Bernds;NaN;0;0;0;0;0
-1;7.8;3809;Jean Negulesco;NaN;4;4;1;1;0
-1;7.7;256;Dick Lundy;NaN;0;0;0;0;0
-1;7.0;10;Daniel Tinayre;NaN;0;0;0;0;0
-1;7.1;2414;William Keighley;NaN;0;0;0;0;0
5000000;7.0;2485;Vincent Sherman;NaN;0;1;1;1;5000000
-1;6.9;3283;Norman Z. McLeod;NaN;0;2;1;1;0
-1;6.5;2454;Victor Fleming;NaN;2;2;2;1;0
-1;6.7;2244;Julien Duvivier;NaN;0;0;0;0;0
-1;5.9;24;Chano Urueta;NaN;0;0;0;0;0
-1;6.4;131;Joseph H. Lewis;NaN;0;0;0;0;0
-1;6.8;317;Alain Resnais;NaN;1;1;1;1;0
-1;6.0;16;Kenzô Masaoka;NaN;0;0;0;0;0
-1;6.6;195;Lance Comfort;NaN;0;0;0;0;0
-1;6.8;6127;Cecil B. DeMille;NaN;0;1;2;1;0
-1;7.4;14127;John Ford;NaN;0;0;1;1;0
-1;7.6;1449;;NaN;2;2;1;1;0
-1;7.8;11394;Henry King;NaN;3;3;2;1;0
-1;7.4;3184;Mark Robson;NaN;0;1;1;1;0
-1;8.2;142075;Carol Reed;2625;4;4;1;1;0
-1;7.3;108;Hugo Fregonese;NaN;0;0;0;0;0
-1;8.2;11696;William Wyler;NaN;1;3;4;1;0
-1;7.3;5642;Mervyn LeRoy;NaN;1;3;1;1;0
-1;7.5;2496;Akira Kurosawa;NaN;0;0;0;0;0
-1;7.8;7498;Joseph L. Mankiewicz;NaN;3;0;2;1;0
-1;7.4;1362;Chuck Jones (as Charles M. Jones);NaN;0;0;0;0;0
-1;7.5;11862;Robert Rossen;NaN;11;11;3;1;0
-1;6.3;149;Montgomery Tully;NaN;0;0;0;0;0
-1;8.0;1439;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;6.5;1124;Edward Buzzell;NaN;0;0;1;1;0
13666420;7.5;6037;William A. Wellman;NaN;3;3;2;1;13666420
-1;7.0;4104;Ernest B. Schoedsack;NaN;1;1;1;1;0
-1;7.1;10721;;NaN;0;0;0;0;0
-1;7.2;2391;Sam Wood;NaN;2;0;1;1;0
-1;6.0;81;Elmer Clifton;NaN;0;0;0;0;0
-1;6.7;564;Alfred E. Green;NaN;0;0;0;0;0
-1;;;Luis García Berlanga;NaN;0;0;0;0;0
-1;;;Satoshi Morino;NaN;0;0;0;0;0
-1;6.1;270;Carl Theodor Dreyer;NaN;0;0;0;0;0
-1;6.2;44;Henri Decoin;NaN;0;0;0;0;0
-1;7.0;3953;;NaN;2;2;1;1;0
5303175;8.4;176543;Billy Wilder;NaN;15;15;3;1;5303175
-1;8.3;106354;Joseph L. Mankiewicz;3178;17;17;6;1;0
-1;8.2;317;Gilberto Martínez Solares;NaN;0;0;0;0;0
-1;7.5;327;Michael Gordon;NaN;1;3;1;1;0
-1;8.0;49673;Henry Koster;NaN;1;3;1;1;0
-1;8.0;21;Thor Heyerdahl;NaN;0;0;1;1;0
-1;7.7;10094;Joseph H. Lewis;NaN;0;0;0;0;0
-1;7.3;6302;Elia Kazan;NaN;2;2;1;1;0
-1;7.6;8922;George Cukor;NaN;3;3;1;1;12000000
-1;7.1;15;;NaN;0;0;0;0;0
-1;8.2;114;James Algar;NaN;3;0;1;1;0
-1;5.7;51;Éric Duvivier;NaN;0;0;0;0;0
-1;6.9;1361;Basil Dearden;NaN;0;0;1;1;0
-1;7.6;716;Chuck Jones (as Charles M. Jones);NaN;0;0;0;0;0
775000;7.1;2437;John Sturges;NaN;0;0;0;0;775000
-1;7.1;1581;Robert Cannon;NaN;1;1;1;1;0
-1;6.7;78;Ralph Smart;NaN;0;0;0;0;0
-1;7.4;3744;Joseph L. Mankiewicz;NaN;0;0;0;1;0
-1;7.2;1226;;NaN;0;2;1;1;0
-1;6.2;355;Mitchell Leisen;NaN;0;0;1;1;0
9955000;6.9;5174;;NaN;0;1;2;1;9955000
-1;6.9;651;William Dieterle;NaN;4;1;1;1;0
-1;7.9;747;;NaN;0;0;0;0;0
-1;6.4;3238;Irving Pichel;NaN;2;2;1;1;0
-1;6.2;58;George Archainbaud;NaN;0;0;0;0;0
-1;7.2;58;Roberto Gavaldón;NaN;0;4;0;0;0
-1;7.3;49;;NaN;2;0;1;1;0
-1;6.3;814;Ray Enright;NaN;0;0;0;0;0
10750000;7.9;66059;John Huston;NaN;2;2;1;1;10750000
-1;8.0;90909;Elia Kazan;2090;13;13;4;1;0
-1;7.2;27166;Vincente Minnelli;NaN;4;4;6;1;0
-1;7.0;227;William Beaudine;NaN;0;0;0;0;0
-1;7.9;1183;Mikio Naruse;NaN;9;0;0;0;0
-1;7.8;71802;Robert Wise;NaN;2;0;1;1;0
-1;7.8;17914;George Stevens;NaN;8;8;6;1;0
-1;7.7;1131;Charles Crichton;NaN;3;3;1;1;0
-1;6.9;603;Arne Mattsson;NaN;2;1;0;0;0
-1;6.6;138;Douglas Sirk;NaN;0;0;0;0;0
-1;7.5;99;James Algar;NaN;0;0;1;1;0
-1;7.0;65;;NaN;0;0;0;0;0
-1;7.5;531;Kenji Mizoguchi;NaN;0;0;0;0;0
-1;7.2;430;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;6.7;1088;Richard Thorpe;NaN;5;1;1;1;0
-1;7.2;460;Basil Dearden;NaN;0;0;0;0;0
-1;6.7;6244;Rudolph Maté;NaN;8;3;1;1;0
-1;6.5;641;H. Bruce Humberstone (as Bruce Humberstone);NaN;0;0;0;0;0
-1;7.3;49;Julián Soler;NaN;0;0;0;0;0
-1;6.6;90;Lesley Selander;NaN;0;0;0;0;0
-1;6.5;430;Robert McKimson;NaN;0;0;0;0;0
-1;6.7;11494;Cecil B. DeMille;NaN;5;5;2;1;0
18000000;8.0;89943;Fred Zinnemann;2175;13;13;4;1;18000000
3373000;7.9;11605;Vincente Minnelli;NaN;2;2;5;1;3373000
-1;8.1;1601;Charles Chaplin;NaN;5;5;1;1;8000000
-1;7.2;30;Károly Makk;NaN;0;0;0;0;0
-1;6.4;787;Norman Taurog;NaN;0;0;0;0;0
-1;7.7;401;Daniel Mann;NaN;2;1;1;1;0
-1;7.9;2685;Norman McLaren;NaN;0;1;1;1;0
-1;7.8;31554;John Ford;NaN;8;8;2;1;0
-1;7.8;428;Jacques Becker;NaN;0;1;1;1;0
-1;7.7;1679;Jack Hannah;NaN;0;0;0;0;0
-1;7.5;919;Elia Kazan;NaN;2;2;1;1;0
-1;5.5;13;Asbjørn Andersen;NaN;0;0;0;0;0
-1;6.5;320;Charles Marquis Warren;NaN;0;0;0;0;0
-1;7.1;1116;Erik Blomberg;NaN;4;0;1;1;0
-1;6.7;150;Franz Antel;NaN;0;0;0;0;0
13333894;7.1;4482;John Huston;NaN;4;4;2;1;13333894
-1;7.6;607;Borivoj Zeman;NaN;0;0;0;0;0
-1;7.5;542;;NaN;0;0;0;0;0
-1;6.9;1466;David Lean;NaN;8;8;1;1;0
-1;6.1;177;Michael McCarthy;NaN;0;0;0;0;0
-1;6.8;184;Hugo Fregonese;NaN;0;0;1;1;0
-1;7.0;1087;Walter Lang;NaN;4;4;1;1;0
-1;6.4;269;George Marshall;NaN;0;0;0;0;0
-1;7.2;18;Alfredo B. Crevenna;NaN;0;0;0;0;0
-1;6.6;8;Robert A. Stemmle;NaN;0;0;0;0;0
-1;7.3;110932;;3287;0;2;0;0;0
-1;6.8;8059;Henry Koster;NaN;3;3;2;1;0
-1;7.7;39202;Fred Zinnemann;NaN;14;14;8;1;0
-1;7.7;33271;George Stevens;NaN;1;2;1;1;0
12000000;8.1;116745;William Wyler;2920;1;2;3;1;12000000
-1;7.2;5806;Jean Negulesco;NaN;0;2;1;1;0
-1;7.1;29373;Byron Haskin;NaN;4;4;1;1;0
-1;7.4;93;Raffaello Matarazzo;NaN;0;0;0;0;0
-1;8.1;47737;Henri-Georges Clouzot;NaN;5;0;1;1;0
-1;7.6;1043;James Algar;NaN;5;5;1;1;0
-1;8.0;7814;Max Ophüls;NaN;0;0;0;0;0
10000000;8.0;47786;Billy Wilder;NaN;2;1;1;1;10000000
-1;7.2;186;Arne Sucksdorff;NaN;5;0;1;1;0
-1;7.2;2692;Teinosuke Kinugasa;NaN;6;0;1;1;0
-1;7.2;176;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
3920000;7.4;9335;Joseph L. Mankiewicz;NaN;6;6;1;1;3920000
-1;6.7;22;Gilberto Martínez Solares;NaN;0;0;0;0;0
-1;6.0;230;Henri Verneuil;NaN;0;0;0;0;0
-1;7.0;1037;Walter Lang;NaN;0;1;1;1;0
-1;7.3;7473;David Butler;NaN;0;2;1;1;0
8000000;6.0;539;Terence Young;NaN;0;0;0;0;8000000
-1;7.4;2935;Charles Walters;NaN;6;6;1;1;0
-1;7.2;1169;;NaN;0;0;1;1;0
-1;6.4;75;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;7.0;229;George Seaton;NaN;0;0;1;1;0
-1;7.4;267;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;7.4;701;;NaN;0;1;0;1;0
-1;6.6;7357;Jack Arnold;NaN;0;3;1;1;0
-1;7.4;42;Gösta Werner;NaN;0;0;0;0;0
-1;6.2;68;Maurice Elvey;NaN;0;0;0;0;0
-1;7.0;115;Mikhail Romm;NaN;0;0;0;0;0
-1;7.2;25833;Richard Fleischer;NaN;2;2;2;1;0
10000000;7.7;5286;Billy Wilder;1457;5;5;1;1;10000000
-1;8.2;127639;Elia Kazan;2906;21;21;8;1;0
-1;7.4;19279;Stanley Donen;4578;4;4;1;1;0
-1;5.8;10;Umberto Scarpelli;NaN;0;0;0;0;0
-1;8.0;52;Nancy Hamilton;NaN;0;0;1;1;0
-1;7.1;774;Jean Negulesco;NaN;0;0;0;0;0
-1;8.1;52791;Federico Fellini;NaN;11;11;1;1;0
-1;8.1;1938;Keisuke Kinoshita;NaN;9;0;1;1;0
-1;7.7;337;James Algar;NaN;1;1;1;1;0
-1;7.3;4832;George Seaton;NaN;5;5;2;1;0
-1;8.0;127;Mikio Naruse;NaN;0;0;0;0;0
-1;7.7;5719;David Lean;NaN;0;1;1;1;0
-1;6.7;1237;Mark Robson;NaN;0;2;1;1;0
-1;6.8;5;Antonio Momplet;NaN;1;1;0;0;0
-1;7.0;133;Charles Crichton;NaN;2;2;2;1;0
-1;6.6;140;Harold French;NaN;0;0;0;0;0
-1;7.3;7242;Anthony Mann;NaN;0;6;1;1;0
-1;7.1;8568;Joseph L. Mankiewicz;NaN;0;1;1;1;0
-1;7.7;802;Chuck Jones (as Charles M. Jones);NaN;0;0;0;0;0
-1;6.7;1132;Ralph Thomas;NaN;0;4;1;1;0
-1;6.1;91;Mario Soldati;NaN;0;0;0;0;0
-1;7.5;264;;NaN;0;0;1;1;0
-1;6.9;137;Denis Sanders;NaN;2;0;1;1;0
-1;7.2;306;Charles A. Nichols (as C. August Nichols);NaN;0;0;0;0;0
-1;6.3;2743;Jean Negulesco;NaN;5;2;2;1;0
-1;6.5;1382;Rudolph Maté;NaN;0;0;0;0;0
-1;6.8;4781;Mark Robson;NaN;0;2;1;1;0
-1;6.1;26;Ivan Pyrev (as Ivan Pyryev);NaN;0;0;0;0;0
-1;6.3;54;Don Patterson;NaN;0;0;0;0;0
-1;6.5;40;Lotte Reiniger;NaN;0;0;0;0;0
-1;7.5;55735;Alfred Hitchcock;NaN;0;5;1;1;0
-1;7.1;29996;Alfred Hitchcock;NaN;0;4;1;1;0
-1;7.7;18981;Delbert Mann;NaN;15;15;4;1;0
-1;8.0;36455;Elia Kazan;3954;6;1;1;1;0
-1;8.6;15417;Alain Resnais;NaN;2;1;0;0;0
-1;8.2;12064;Carl Theodor Dreyer;NaN;6;0;1;1;0
-1;8.1;55996;Henri-Georges Clouzot (as H.G. Clouzot);NaN;4;0;0;0;0
-1;7.2;3126;Daniel Mann;NaN;7;7;3;1;0
-1;6.3;186;Jerry Hopper;NaN;0;0;0;0;0
-1;7.7;14224;;NaN;2;2;1;1;0
-1;7.2;30555;Billy Wilder;NaN;1;1;1;1;0
-1;7.4;8314;Anthony Mann;NaN;0;0;0;0;0
-1;7.4;186;Friz Freleng (as I. Freleng);NaN;0;0;0;0;0
-1;6.5;622;Frank Lloyd;NaN;0;0;0;0;0
-1;7.3;296;Jack Clayton;NaN;2;0;1;1;0
-1;8.0;2165;Michael Cacoyannis (as Mihalis Kakogiannis);NaN;6;1;1;1;0
-1;7.2;3272;Charles Vidor;NaN;1;1;1;1;0
-1;7.2;726;Joshua Logan;NaN;1;1;2;1;0
-1;6.6;131;Raffaello Matarazzo;NaN;0;0;0;0;0
-1;6.7;3162;Jean Negulesco;NaN;0;0;0;1;0
-1;6.9;861;Norman McLaren;NaN;0;0;1;1;0
-1;6.8;220;Borivoj Zeman;NaN;0;0;0;0;0
-1;7.4;1681;Daniel Mann;NaN;2;2;1;1;0
-1;7.2;1019;Fred Zinnemann;NaN;0;1;2;1;0
-1;7.6;396;Jack Hannah;NaN;0;0;0;0;0
-1;6.6;4011;;NaN;1;1;3;1;0
-1;6.5;4675;Charles Lamont;NaN;0;2;0;0;0
-1;6.8;52;;NaN;0;0;0;0;0
196344381;7.9;56621;Cecil B. DeMille (as Cecil B. de Mille);NaN;6;6;1;1;196344381
-1;6.8;21973;;NaN;8;8;5;1;0
-1;7.7;30949;George Stevens;NaN;6;6;1;1;0
-1;7.5;22007;Walter Lang;3116;5;5;5;1;0
-1;7.5;51257;Alfred Hitchcock;4524;5;4;1;1;0
3360000;7.5;668;Robert Wise;NaN;5;4;2;1;3360000
-1;7.6;290;Branko Bauer;NaN;0;0;0;0;0
-1;6.8;262;Alfred L. Werker (as Alfred Werker);NaN;0;0;0;0;0
-1;8.0;72542;John Ford;NaN;3;5;1;1;0
-1;8.2;14808;Albert Lamorisse;NaN;4;0;1;1;0
-1;7.7;488;Hiroshi Inagaki;NaN;0;0;0;0;0
-1;7.4;3787;Ronald Neame;NaN;0;1;1;1;0
-1;7.4;9382;;NaN;3;3;1;1;0
-1;6.7;532;Ernst Marischka;NaN;0;3;0;0;0
-1;7.3;1984;Vincente Minnelli;NaN;0;2;1;1;0
-1;5.4;32;George Blair;NaN;0;0;0;0;0
-1;7.7;28;Gottfried Reinhardt;NaN;1;1;1;1;0
-1;7.3;95;Leonid Lukov;NaN;0;0;0;0;0
-1;7.5;9022;Douglas Sirk;NaN;0;3;1;1;0
-1;7.1;6857;Anatole Litvak;NaN;5;5;1;1;0
-1;7.8;639;Friz Freleng;NaN;0;0;0;0;0
-1;7.8;800;Michael Cacoyannis (as Mihalis Kakogiannis);NaN;1;2;1;1;0
-1;7.7;501;Ismael Rodríguez;NaN;1;1;1;1;0
-1;7.1;406;;NaN;0;0;0;0;0
-1;7.2;1213;;NaN;4;0;1;1;0
-1;6.7;532;John Paddy Carstairs;NaN;0;0;0;0;0
-1;7.6;1351;Richard Quine;NaN;0;4;1;1;0
-1;7.3;2044;Lewis Gilbert;NaN;0;4;1;1;0
-1;6.0;1137;Henry Koster;NaN;0;0;0;0;0
-1;7.2;119;Jack Lee;NaN;1;2;2;1;0
-1;6.8;641;Irving Rapper;NaN;0;3;1;1;0
-1;7.2;71;Mikhail Romm;NaN;0;0;0;0;0
-1;6.7;98;Fred F. Sears;NaN;0;0;0;0;0
-1;8.2;184721;David Lean;2850;23;23;7;1;0
-1;8.1;38327;Federico Fellini;NaN;15;15;1;1;0
-1;8.6;153;Ward Kimball;NaN;0;0;0;0;0
-1;7.3;360;J. Lee Thompson;NaN;7;1;1;1;0
-1;7.2;44;Tadashi Imai;NaN;4;1;0;0;0
-1;7.2;385;Raymond Rouleau;NaN;2;2;1;1;0
-1;7.1;1037;Charles Vidor;NaN;1;1;1;1;0
-1;6.9;338;Kurt Hoffmann;NaN;3;1;1;1;0
1420000;6.5;1061;Robert Wise;NaN;0;0;0;0;1420000
-1;7.2;6592;Nunnally Johnson;NaN;2;0;1;1;0
-1;7.6;8871;Dick Powell;NaN;2;2;1;1;0
-1;6.6;280;Gerhard Klein;NaN;0;0;0;0;0
-1;7.5;47;Ladislav Helge;NaN;0;0;0;0;0
-1;7.0;36;Ching Doe;NaN;0;0;0;0;0
-1;7.6;224;Frank Capra;NaN;0;0;1;1;0
-1;6.4;885;Douglas Sirk;NaN;0;0;1;1;0
-1;7.7;1106;Friz Freleng;NaN;0;0;0;0;0
-1;7.2;535;Joshua Logan;NaN;4;4;4;1;0
-1;6.4;76;Jerome Hill;NaN;0;0;1;1;0
-1;7.1;433;Giorgio Bianchi;NaN;0;0;0;0;0
